,data privacy,security features,app installation,registration,loading speed,feature accessibility,ads,maintenance,transaction speed,transaction approval,transaction legitimacy,transaction fees,transaction flexibility,customer service,user friendliness,loan interest,savings interest,leniency,user incentives,review_rating
153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
161,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
190,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,5
192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
202,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
204,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
205,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
220,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
230,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5
233,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
234,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5
243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5
245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5
255,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
265,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5
266,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
268,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
276,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
278,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
288,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5
290,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
313,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
316,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
322,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
324,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5
